[24-11-01 12:11:28] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:11:28] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:11:28] 0            p0 [    29870.1  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 1     -16571.24 [    29870.1  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 2     -16571.24 [    29870.1  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 3     -16570.82 [    29871.1  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 4     -16570.14 [    29872.7  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 5     -16496.19 [    30049.1  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:28] 6     -12562.18 [    44252.9  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 9      -13703.2 [    38827.5  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 10    -13092.58 [    41540.2  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 11    -11996.36 [    47605.9  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 12    -11687.88 [    49678.2  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 14    -11802.36 [    48886.7  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 16    -11731.14 [    49375.9  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:29] 17    -11659.85 [    49876.3  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:30] 18    -11659.85 [    49876.3  109959.4   12806.9   30064.2 ]
[24-11-01 12:11:30] 19    -11659.85 [    49876.3  109960.4   12806.9   30064.2 ]
[24-11-01 12:11:30] 20    -11659.83 [    49876.3  109957.8   12806.9   30064.2 ]
[24-11-01 12:11:30] 21    -11658.49 [    49876.3  109781.4   12806.9   30064.2 ]
[24-11-01 12:11:30] 22    -11542.97 [    49876.3   90557.5   12806.9   30064.2 ]
[24-11-01 12:11:30] 23    -11491.14 [    49876.3   63744.2   12806.9   30064.2 ]
[24-11-01 12:11:31] 26    -11495.09 [    49876.3   73986.0   12806.9   30064.2 ]
[24-11-01 12:11:31] 27    -11490.59 [    49876.3   68865.1   12806.9   30064.2 ]
[24-11-01 12:11:31] 28    -11490.19 [    49876.3   66863.3   12806.9   30064.2 ]
[24-11-01 12:11:31] 29    -11490.21 [    49876.3   66432.3   12806.9   30064.2 ]
[24-11-01 12:11:31] 30    -11490.21 [    49876.3   67294.3   12806.9   30064.2 ]
[24-11-01 12:11:31] 31    -11490.19 [    49876.3   66863.3   12806.9   30064.2 ]
[24-11-01 12:11:32] 32    -11489.97 [    49876.3   66863.3   12807.9   30064.2 ]
[24-11-01 12:11:32] 33     -11489.6 [    49876.3   66863.3   12809.5   30064.2 ]
[24-11-01 12:11:32] 34    -11449.96 [    49876.3   66863.3   12985.9   30064.2 ]
[24-11-01 12:11:32] 35    -10654.98 [    49876.3   66863.3   18353.4   30064.2 ]
[24-11-01 12:11:32] 36    -10105.52 [    49876.3   66863.3   27038.1   30064.2 ]
[24-11-01 12:11:32] 37    -10070.61 [    49876.3   66863.3   27935.2   30064.2 ]
[24-11-01 12:11:33] 38    -10019.24 [    49876.3   66863.3   29386.6   30064.2 ]
[24-11-01 12:11:33] 39     -9760.13 [    49876.3   66863.3   40486.5   30064.2 ]
[24-11-01 12:11:33] 40     -9564.83 [    49876.3   66863.3   58446.6   30064.2 ]
[24-11-01 12:11:33] 41     -9539.78 [    49876.3   66863.3   62137.1   30064.2 ]
[24-11-01 12:11:33] 42     -9505.44 [    49876.3   66863.3   68108.5   30064.2 ]
[24-11-01 12:11:33] 43     -9415.44 [    49876.3   66863.3   91925.8   30064.2 ]
[24-11-01 12:11:34] 46      -9443.3 [    49876.3   66863.3   82828.4   30064.2 ]
[24-11-01 12:11:34] 47      -9428.6 [    49876.3   66863.3   87377.1   30064.2 ]
[24-11-01 12:11:34] 48     -9400.98 [    49876.3   66863.3   97548.3   30064.2 ]
[24-11-01 12:11:34] 50     -9406.29 [    49876.3   66863.3   95400.7   30064.2 ]
[24-11-01 12:11:34] 51     -9397.81 [    49876.3   66863.3   98875.6   30064.2 ]
[24-11-01 12:11:34] 52     -9395.81 [    49876.3   66863.3   99736.3   30064.2 ]
[24-11-01 12:11:35] 53     -9395.81 [    49876.3   66863.3   99736.3   30064.2 ]
[24-11-01 12:11:35] 54     -9395.85 [    49876.3   66863.3   99736.3   30065.2 ]
[24-11-01 12:11:35] 55     -9395.76 [    49876.3   66863.3   99736.3   30062.6 ]
[24-11-01 12:11:35] 56     -9395.67 [    49876.3   66863.3   99736.3   30060.0 ]
[24-11-01 12:11:35] 57     -9395.53 [    49876.3   66863.3   99736.3   30055.8 ]
[24-11-01 12:11:36] 58      -9395.3 [    49876.3   66863.3   99736.3   30048.9 ]
[24-11-01 12:11:36] 59     -9394.94 [    49876.3   66863.3   99736.3   30037.8 ]
[24-11-01 12:11:36] 60     -9394.34 [    49876.3   66863.3   99736.3   30019.9 ]
[24-11-01 12:11:36] 61     -9393.38 [    49876.3   66863.3   99736.3   29990.8 ]
[24-11-01 12:11:36] 62     -9391.82 [    49876.3   66863.3   99736.3   29943.9 ]
[24-11-01 12:11:36] 63     -9389.29 [    49876.3   66863.3   99736.3   29867.8 ]
[24-11-01 12:11:37] 64     -9385.18 [    49876.3   66863.3   99736.3   29744.8 ]
[24-11-01 12:11:37] 65      -9378.5 [    49876.3   66863.3   99736.3   29545.8 ]
[24-11-01 12:11:37] 66      -9367.6 [    49876.3   66863.3   99736.3   29223.8 ]
[24-11-01 12:11:37] 67      -9349.7 [    49876.3   66863.3   99736.3   28702.8 ]
[24-11-01 12:11:37] 68      -9320.1 [    49876.3   66863.3   99736.3   27859.8 ]
[24-11-01 12:11:37] 69     -9270.52 [    49876.3   66863.3   99736.3   26495.8 ]
[24-11-01 12:11:38] 70     -9186.21 [    49876.3   66863.3   99736.3   24288.8 ]
[24-11-01 12:11:38] 71     -9042.79 [    49876.3   66863.3   99736.3   20717.8 ]
[24-11-01 12:11:38] 72     -8854.36 [    49876.3   66863.3   99736.3   14939.8 ]
[24-11-01 12:11:38] 74     -9600.08 [    49876.3   66863.3   99736.3    8330.3 ]
[24-11-01 12:11:38] 75     -8876.51 [    49876.3   66863.3   99736.3   12415.2 ]
[24-11-01 12:11:39] 76     -8847.73 [    49876.3   66863.3   99736.3   13849.8 ]
[24-11-01 12:11:39] 77     -8847.55 [    49876.3   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:39] 78     -8848.01 [    49876.3   66863.3   99736.3   14260.8 ]
[24-11-01 12:11:39] 80     -8847.55 [    49876.3   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:39] 81     -8847.39 [    49877.3   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:39] 82     -8847.14 [    49878.9   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 84     -8836.74 [    49946.3   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 85     -8830.33 [    49987.9   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 87     -8832.78 [    49972.0   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 88     -8828.82 [    49997.8   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 90     -8829.39 [    49994.0   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:40] 92     -8829.04 [    49996.3   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:41] 93     -8828.82 [    49997.8   66863.3   99736.3   14101.2 ]
[24-11-01 12:11:41] 94      -8828.8 [    49997.8   66864.3   99736.3   14101.2 ]
[24-11-01 12:11:41] 95     -8828.76 [    49997.8   66865.9   99736.3   14101.2 ]
[24-11-01 12:11:41] 96     -8825.32 [    49997.8   67042.3   99736.3   14101.2 ]
[24-11-01 12:11:41] 97     -8591.31 [    49997.8   86266.2   99736.3   14101.2 ]
[24-11-01 12:11:42] 98     -8573.08 [    49997.8   92760.9   99736.3   14101.2 ]
[24-11-01 12:11:42] 99     -8605.24 [    49997.8  103269.6   99736.3   14101.2 ]
[24-11-01 12:11:42] 100    -8576.51 [    49997.8   96774.9   99736.3   14101.2 ]
[24-11-01 12:11:42] 101    -8576.53 [    49997.8   90280.1   99736.3   14101.2 ]
[24-11-01 12:11:42] 102    -8572.87 [    49997.8   93533.5   99736.3   14101.2 ]
[24-11-01 12:11:42] 103     -8572.9 [    49997.8   93266.8   99736.3   14101.2 ]
[24-11-01 12:11:43] 104     -8572.9 [    49997.8   93800.2   99736.3   14101.2 ]
[24-11-01 12:11:43] 105    -8572.87 [    49997.8   93533.5   99736.3   14101.2 ]
[24-11-01 12:11:43] 106    -8572.87 [    49997.8   93533.5   99737.3   14101.2 ]
[24-11-01 12:11:43] 107    -8572.87 [    49997.8   93533.5   99738.9   14101.2 ]
[24-11-01 12:11:43] 108    -8572.67 [    49997.8   93533.5   99915.3   14101.2 ]
[24-11-01 12:11:43] 115    -8572.74 [    49997.8   93533.5   99847.9   14101.2 ]
[24-11-01 12:11:44] 116    -8572.71 [    49997.8   93533.5   99881.6   14101.2 ]
[24-11-01 12:11:44] 117     -8572.6 [    49997.8   93533.5   99975.0   14101.2 ]
[24-11-01 12:11:44] 119    -8572.63 [    49997.8   93533.5   99952.2   14101.2 ]
[24-11-01 12:11:44] 120    -8572.58 [    49997.8   93533.5   99989.1   14101.2 ]
[24-11-01 12:11:44] 121    -8572.57 [    49997.8   93533.5   99997.8   14101.2 ]
[24-11-01 12:11:45] 123    -8572.58 [    49997.8   93533.5   99994.5   14101.2 ]
[24-11-01 12:11:45] 125    -8572.57 [    49997.8   93533.5   99997.8   14101.2 ]
[24-11-01 12:11:45] 126    -8572.45 [    49997.8   93533.5   99997.8   14102.2 ]
[24-11-01 12:11:45] 127    -8572.24 [    49997.8   93533.5   99997.8   14103.8 ]
[24-11-01 12:11:45] 128    -8550.69 [    49997.8   93533.5   99997.8   14280.2 ]
[24-11-01 12:11:45] 129    -8367.55 [    49997.8   93533.5   99997.8   16771.8 ]
[24-11-01 12:11:46] 130     -8332.7 [    49997.8   93533.5   99997.8   20803.4 ]
[24-11-01 12:11:46] 131    -8323.62 [    49997.8   93533.5   99997.8   19222.4 ]
[24-11-01 12:11:46] 132    -8329.99 [    49997.8   93533.5   99997.8   18286.4 ]
[24-11-01 12:11:46] 133    -8324.57 [    49997.8   93533.5   99997.8   19826.3 ]
[24-11-01 12:11:46] 134    -8323.53 [    49997.8   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:46] 135    -8323.53 [    49997.8   93533.5   99997.8   19327.6 ]
[24-11-01 12:11:47] 136    -8323.55 [    49997.8   93533.5   99997.8   19433.2 ]
[24-11-01 12:11:47] 138    -8323.53 [    49997.8   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:47] 139    -8323.38 [    49998.8   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:47] 141     -8323.3 [    49999.4   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:47] 142    -8323.24 [    49999.8   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 143    -8323.21 [    50000.0   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 145    -8323.22 [    49999.9   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 147    -8323.22 [    50000.0   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 149    -8323.21 [    50000.0   93533.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 150    -8323.19 [    50000.0   93534.5   99997.8   19380.4 ]
[24-11-01 12:11:48] 151    -8323.16 [    50000.0   93536.1   99997.8   19380.4 ]
[24-11-01 12:11:49] 152    -8319.88 [    50000.0   93712.5   99997.8   19380.4 ]
[24-11-01 12:11:49] 153    -8038.31 [    50000.0  112936.3   99997.8   19380.4 ]
[24-11-01 12:11:49] 154    -7885.42 [    50000.0  139429.4   99997.8   19380.4 ]
[24-11-01 12:11:49] 155    -8165.73 [    50000.0  182296.1   99997.8   19380.4 ]
[24-11-01 12:11:49] 156    -7918.96 [    50000.0  155803.0   99997.8   19380.4 ]
[24-11-01 12:11:49] 157    -7912.77 [    50000.0  129309.9   99997.8   19380.4 ]
[24-11-01 12:11:50] 158     -7884.4 [    50000.0  141905.0   99997.8   19380.4 ]
[24-11-01 12:11:50] 159    -7884.43 [    50000.0  141421.3   99997.8   19380.4 ]
[24-11-01 12:11:50] 160    -7884.46 [    50000.0  142388.7   99997.8   19380.4 ]
[24-11-01 12:11:50] 161     -7884.4 [    50000.0  141905.0   99997.8   19380.4 ]
[24-11-01 12:11:50] 162     -7884.4 [    50000.0  141905.0   99998.8   19380.4 ]
[24-11-01 12:11:50] 164     -7884.4 [    50000.0  141905.0   99999.4   19380.4 ]
[24-11-01 12:11:51] 165     -7884.4 [    50000.0  141905.0   99999.8   19380.4 ]
[24-11-01 12:11:51] 167     -7884.4 [    50000.0  141905.0   99999.6   19380.4 ]
[24-11-01 12:11:51] 168     -7884.4 [    50000.0  141905.0   99999.9   19380.4 ]
[24-11-01 12:11:51] 169     -7884.4 [    50000.0  141905.0   99999.9   19380.4 ]
[24-11-01 12:11:51] 170     -7884.4 [    50000.0  141905.0  100000.0   19380.4 ]
[24-11-01 12:11:51] 171     -7884.4 [    50000.0  141905.0  100000.0   19380.4 ]
[24-11-01 12:11:52] 172     -7884.4 [    50000.0  141905.0  100000.0   19380.4 ]
[24-11-01 12:11:52] 173    -7884.26 [    50000.0  141905.0  100000.0   19381.4 ]
[24-11-01 12:11:52] 174    -7884.05 [    50000.0  141905.0  100000.0   19383.0 ]
[24-11-01 12:11:52] 175    -7860.97 [    50000.0  141905.0  100000.0   19559.4 ]
[24-11-01 12:11:52] 176    -7547.85 [    50000.0  141905.0  100000.0   23464.5 ]
[24-11-01 12:11:52] 177     -7460.4 [    50000.0  141905.0  100000.0   29783.1 ]
[24-11-01 12:11:53] 178    -7457.74 [    50000.0  141905.0  100000.0   27690.2 ]
[24-11-01 12:11:53] 179    -7473.31 [    50000.0  141905.0  100000.0   26076.1 ]
[24-11-01 12:11:53] 180    -7456.17 [    50000.0  141905.0  100000.0   28489.6 ]
