[24-11-01 12:21:00] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:21:00] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:21:00] 0            p0 [    34412.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:01] 1     -13118.85 [    34412.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:01] 2     -13118.85 [    34412.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:01] 3     -13118.54 [    34413.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:01] 4     -13118.03 [    34414.7  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:01] 5     -13063.03 [    34591.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 7     -11454.13 [    40766.6  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 8     -10696.31 [    44583.2  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 9     -10293.93 [    46942.1  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 10    -10066.33 [    48399.9  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 11     -9932.91 [    49300.9  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:02] 12     -9853.06 [    49857.7  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:03] 14     -9883.33 [    49645.0  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:03] 16     -9853.06 [    49857.7  118865.5   17228.9   21250.3 ]
[24-11-01 12:21:03] 17     -9853.06 [    49857.7  118866.5   17228.9   21250.3 ]
[24-11-01 12:21:03] 18     -9853.06 [    49857.7  118868.1   17228.9   21250.3 ]
[24-11-01 12:21:03] 19     -9852.75 [    49857.7  119044.5   17228.9   21250.3 ]
[24-11-01 12:21:04] 20     -9846.64 [    49857.7  126044.9   17228.9   21250.3 ]
[24-11-01 12:21:04] 21     -9861.84 [    49857.7  137371.8   17228.9   21250.3 ]
[24-11-01 12:21:04] 22     -9848.82 [    49857.7  130371.4   17228.9   21250.3 ]
