[24-11-01 12:19:21] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:19:21] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:19:21] 0            p0 [    21951.7  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:21] 1     -10308.89 [    21951.7  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:21] 2     -10308.89 [    21951.7  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 3      -10308.5 [    21952.7  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 4     -10307.86 [    21954.3  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 5     -10239.43 [    22130.7  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 6      -7694.71 [    32056.3  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 7      -5949.99 [    48116.3  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:22] 8      -5848.19 [    49640.3  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:23] 11     -5886.25 [    49058.2  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:23] 12     -5830.42 [    49917.2  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:23] 14     -5830.42 [    49917.2  111967.2   11262.2   15985.4 ]
[24-11-01 12:19:23] 15     -5830.44 [    49917.2  111968.2   11262.2   15985.4 ]
[24-11-01 12:19:23] 16      -5830.4 [    49917.2  111965.6   11262.2   15985.4 ]
[24-11-01 12:19:23] 17     -5827.43 [    49917.2  111789.2   11262.2   15985.4 ]
[24-11-01 12:19:24] 18     -5614.35 [    49917.2   92565.3   11262.2   15985.4 ]
[24-11-01 12:19:24] 19     -5593.09 [    49917.2   83507.9   11262.2   15985.4 ]
[24-11-01 12:19:24] 20     -5672.45 [    49917.2   68852.7   11262.2   15985.4 ]
[24-11-01 12:19:24] 21     -5606.49 [    49917.2   77910.1   11262.2   15985.4 ]
[24-11-01 12:19:24] 22     -5595.02 [    49917.2   86967.6   11262.2   15985.4 ]
[24-11-01 12:19:25] 23     -5592.85 [    49917.2   84381.2   11262.2   15985.4 ]
[24-11-01 12:19:25] 24     -5592.87 [    49917.2   84105.4   11262.2   15985.4 ]
[24-11-01 12:19:25] 25     -5592.88 [    49917.2   84657.1   11262.2   15985.4 ]
[24-11-01 12:19:25] 26     -5592.85 [    49917.2   84381.2   11262.2   15985.4 ]
[24-11-01 12:19:25] 27     -5592.54 [    49917.2   84381.2   11263.2   15985.4 ]
[24-11-01 12:19:25] 28     -5592.04 [    49917.2   84381.2   11264.9   15985.4 ]
[24-11-01 12:19:26] 29     -5538.57 [    49917.2   84381.2   11441.2   15985.4 ]
[24-11-01 12:19:26] 30     -4783.28 [    49917.2   84381.2   15288.7   15985.4 ]
[24-11-01 12:19:26] 31      -4309.6 [    49917.2   84381.2   21514.2   15985.4 ]
[24-11-01 12:19:26] 32     -4306.34 [    49917.2   84381.2   21589.1   15985.4 ]
[24-11-01 12:19:26] 33     -4301.15 [    49917.2   84381.2   21710.4   15985.4 ]
[24-11-01 12:19:26] 34     -4118.08 [    49917.2   84381.2   28302.8   15985.4 ]
[24-11-01 12:19:27] 35     -4010.14 [    49917.2   84381.2   38969.5   15985.4 ]
[24-11-01 12:19:27] 36     -4012.27 [    49917.2   84381.2   38583.8   15985.4 ]
[24-11-01 12:19:27] 37     -3965.18 [    49917.2   84381.2   56228.5   15985.4 ]
[24-11-01 12:19:27] 38     -3969.78 [    49917.2   84381.2   52438.7   15985.4 ]
[24-11-01 12:19:27] 39      -3958.3 [    49917.2   84381.2   84154.2   15985.4 ]
[24-11-01 12:19:27] 40     -3957.93 [    49917.2   84381.2   72553.4   15985.4 ]
[24-11-01 12:19:28] 41      -3959.1 [    49917.2   84381.2   66317.8   15985.4 ]
[24-11-01 12:19:28] 42     -3957.78 [    49917.2   84381.2   76984.5   15985.4 ]
[24-11-01 12:19:28] 43     -3957.78 [    49917.2   84381.2   75943.1   15985.4 ]
[24-11-01 12:19:28] 44     -3957.79 [    49917.2   84381.2   75296.3   15985.4 ]
[24-11-01 12:19:28] 45     -3957.78 [    49917.2   84381.2   75943.1   15985.4 ]
[24-11-01 12:19:29] 46     -3957.77 [    49917.2   84381.2   75943.1   15986.4 ]
[24-11-01 12:19:29] 47     -3957.76 [    49917.2   84381.2   75943.1   15988.0 ]
[24-11-01 12:19:29] 48     -3957.07 [    49917.2   84381.2   75943.1   16164.4 ]
