[24-11-05 11:46:15] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 11:46:15] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 11:46:15] 0            p0 [   804275.9    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:16] 1     -70389.47 [   804275.9    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:16] 2     -70389.47 [   804275.9    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:17] 3     -70389.86 [   804276.9    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:18] 4     -70388.83 [   804274.3    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:18] 5     -70319.34 [   804097.9    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:19] 6     -63076.45 [   784874.0    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:20] 7      -30305.9 [   582185.4    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:20] 10    -32559.31 [   659605.6    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:21] 11    -29592.78 [   620895.5    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:22] 12    -29394.92 [   609042.5    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:23] 13    -29396.37 [   607090.1    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:23] 14    -29403.22 [   610994.8    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:24] 15    -29394.92 [   609042.5    5079.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
[24-11-05 11:46:25] 16    -29393.91 [   609042.5    5080.8  481400.5    2938.2    3407.0   22882.8   34383.1  1.00e-05 ]
