[24-11-05 12:46:47] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:46:47] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:46:47] 0            p0 [   725566.7    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:48] 1     -32076.33 [   725566.7    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:49] 2     -32076.33 [   725566.7    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:49] 3      -32076.5 [   725567.7    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:50] 4     -32076.06 [   725565.1    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:51] 5     -32046.71 [   725388.8    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:51] 6     -29217.66 [   706164.9    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:52] 7      -25086.8 [   641599.9    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:53] 8     -36402.27 [   537131.7    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:53] 9     -26719.08 [   601696.6    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:54] 10    -25684.99 [   666261.6    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:55] 11    -25087.13 [   642439.6    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:55] 12     -25087.9 [   640760.3    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:56] 13     -25086.8 [   641599.9    7425.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:57] 14    -25086.04 [   641599.9    7426.3  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:57] 15     -25084.8 [   641599.9    7427.9  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:58] 16    -24960.18 [   641599.9    7604.2  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:59] 17    -24579.96 [   641599.9    8577.7  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:46:59] 18    -24674.96 [   641599.9   10152.8  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:47:00] 19    -24538.82 [   641599.9    9179.4  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:47:01] 20    -24566.01 [   641599.9    9551.2  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:47:01] 21    -24537.82 [   641599.9    9113.7  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:47:02] 22    -24537.76 [   641599.9    9088.5  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
[24-11-05 12:47:03] 23    -24537.82 [   641599.9    9071.8  478723.8    2870.3    3170.8   29162.9   24516.3  7.37e-06 ]
