[24-11-05 13:16:38] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 13:16:38] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 13:16:38] 0            p0 [   889175.6    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:39] 1     -25182.21 [   889175.6    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:40] 2     -25182.21 [   889175.6    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:41] 3     -25182.41 [   889176.6    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:41] 4      -25181.9 [   889174.0    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:42] 5     -25147.87 [   888997.6    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:43] 6     -22389.62 [   869773.8    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:43] 7     -21612.42 [   851248.8    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:44] 9     -22124.29 [   839799.8    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:45] 10    -21681.61 [   858324.7    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:46] 11    -21602.66 [   853124.5    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:46] 12    -21602.94 [   852763.9    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:47] 13    -21603.12 [   853485.0    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:48] 14    -21602.66 [   853124.5    5426.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:48] 15    -21602.63 [   853124.5    5427.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:49] 16    -21602.59 [   853124.5    5428.8  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:50] 17    -21598.92 [   853124.5    5605.2  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:50] 18    -21595.26 [   853124.5    5962.1  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:51] 19    -21596.93 [   853124.5    6539.4  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:52] 20    -21594.98 [   853124.5    6182.6  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:53] 21    -21595.42 [   853124.5    6318.9  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:53] 22    -21594.93 [   853124.5    6122.7  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:54] 23    -21594.93 [   853124.5    6115.7  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:55] 24    -21594.93 [   853124.5    6108.8  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:55] 25    -21594.93 [   853124.5    6115.7  835942.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:56] 26    -21594.92 [   853124.5    6115.7  835943.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:57] 27     -21594.9 [   853124.5    6115.7  835944.7    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:58] 28    -21592.75 [   853124.5    6115.7  836121.1    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:58] 29     -21561.9 [   853124.5    6115.7  841321.3    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:16:59] 30    -21649.43 [   853124.5    6115.7  849735.5    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
[24-11-05 13:17:00] 31    -21574.93 [   853124.5    6115.7  844535.3    3524.5    2419.4   20291.3   25112.7  8.37e-06 ]
