[24-11-01 12:16:31] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:16:31] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:16:31] 0            p0 [    27230.5  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 1      -7523.77 [    27230.5  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 2      -7523.77 [    27230.5  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 3      -7522.98 [    27231.5  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 4       -7521.7 [    27233.1  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 5      -7383.23 [    27409.4  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:32] 6      -2516.66 [    37230.0  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:33] 8      -1207.52 [    43299.4  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:33] 9       -740.92 [    47050.6  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:33] 11      -579.34 [    48889.3  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:33] 13      -636.55 [    48186.9  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:33] 14      -546.59 [    49323.3  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:34] 15      -527.31 [    49591.6  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:34] 16      -527.31 [    49591.6  107706.1   15663.4   17406.5 ]
[24-11-01 12:16:34] 17      -527.31 [    49591.6  107707.1   15663.4   17406.5 ]
[24-11-01 12:16:34] 18       -527.3 [    49591.6  107708.7   15663.4   17406.5 ]
[24-11-01 12:16:34] 19      -526.67 [    49591.6  107885.1   15663.4   17406.5 ]
[24-11-01 12:16:34] 20      -518.75 [    49591.6  112373.4   15663.4   17406.5 ]
[24-11-01 12:16:35] 21      -538.79 [    49591.6  119635.7   15663.4   17406.5 ]
[24-11-01 12:16:35] 22      -521.64 [    49591.6  115147.4   15663.4   17406.5 ]
[24-11-01 12:16:35] 23      -519.92 [    49591.6  110659.0   15663.4   17406.5 ]
[24-11-01 12:16:35] 24      -518.75 [    49591.6  112420.1   15663.4   17406.5 ]
[24-11-01 12:16:35] 25      -518.75 [    49591.6  112467.2   15663.4   17406.5 ]
[24-11-01 12:16:36] 26      -518.75 [    49591.6  112420.1   15663.4   17406.5 ]
[24-11-01 12:16:36] 27      -518.65 [    49591.6  112420.1   15664.4   17406.5 ]
[24-11-01 12:16:36] 28       -518.5 [    49591.6  112420.1   15666.0   17406.5 ]
[24-11-01 12:16:36] 29       -502.4 [    49591.6  112420.1   15842.4   17406.5 ]
[24-11-01 12:16:36] 30      -350.58 [    49591.6  112420.1   18607.9   17406.5 ]
[24-11-01 12:16:36] 31      -323.79 [    49591.6  112420.1   23082.6   17406.5 ]
[24-11-01 12:16:37] 32      -315.26 [    49591.6  112420.1   21288.4   17406.5 ]
[24-11-01 12:16:37] 33      -320.23 [    49591.6  112420.1   20264.5   17406.5 ]
[24-11-01 12:16:37] 34      -316.29 [    49591.6  112420.1   21973.7   17406.5 ]
[24-11-01 12:16:37] 35      -315.21 [    49591.6  112420.1   21428.4   17406.5 ]
[24-11-01 12:16:37] 36      -315.21 [    49591.6  112420.1   21370.7   17406.5 ]
[24-11-01 12:16:37] 37      -315.23 [    49591.6  112420.1   21486.0   17406.5 ]
[24-11-01 12:16:38] 38      -315.21 [    49591.6  112420.1   21428.4   17406.5 ]
[24-11-01 12:16:38] 39       -315.2 [    49591.6  112420.1   21428.4   17407.5 ]
[24-11-01 12:16:38] 40      -315.18 [    49591.6  112420.1   21428.4   17409.1 ]
[24-11-01 12:16:38] 41      -313.64 [    49591.6  112420.1   21428.4   17585.5 ]
[24-11-01 12:16:38] 42      -313.33 [    49591.6  112420.1   21428.4   17702.1 ]
[24-11-01 12:16:39] 43      -313.96 [    49591.6  112420.1   21428.4   17890.8 ]
[24-11-01 12:16:39] 44      -313.41 [    49591.6  112420.1   21428.4   17774.2 ]
[24-11-01 12:16:39] 45      -313.38 [    49591.6  112420.1   21428.4   17657.6 ]
[24-11-01 12:16:39] 46      -313.33 [    49591.6  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:39] 47      -313.33 [    49591.6  112420.1   21428.4   17707.6 ]
[24-11-01 12:16:39] 48      -313.33 [    49591.6  112420.1   21428.4   17713.7 ]
[24-11-01 12:16:40] 50      -313.33 [    49591.6  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:40] 51      -313.28 [    49592.6  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:40] 52       -313.2 [    49594.2  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:40] 53      -304.53 [    49770.6  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:40] 58       -299.3 [    49880.0  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:40] 59       -301.9 [    49825.3  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:41] 60      -296.12 [    49947.7  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:41] 61      -294.18 [    49989.5  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:41] 63      -294.92 [    49973.5  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:41] 64      -293.72 [    49999.3  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:41] 66      -293.91 [    49995.3  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:42] 67      -293.72 [    49999.3  112420.1   21428.4   17710.6 ]
[24-11-01 12:16:42] 68      -293.72 [    49999.3  112421.1   21428.4   17710.6 ]
[24-11-01 12:16:42] 69      -293.72 [    49999.3  112422.7   21428.4   17710.6 ]
[24-11-01 12:16:42] 70      -293.12 [    49999.3  112599.1   21428.4   17710.6 ]
[24-11-01 12:16:42] 71      -285.73 [    49999.3  117021.9   21428.4   17710.6 ]
[24-11-01 12:16:42] 72      -304.44 [    49999.3  124178.1   21428.4   17710.6 ]
[24-11-01 12:16:43] 73      -288.43 [    49999.3  119755.3   21428.4   17710.6 ]
[24-11-01 12:16:43] 74      -286.83 [    49999.3  115332.5   21428.4   17710.6 ]
[24-11-01 12:16:43] 75      -285.73 [    49999.3  117067.9   21428.4   17710.6 ]
[24-11-01 12:16:43] 76      -285.73 [    49999.3  117114.4   21428.4   17710.6 ]
[24-11-01 12:16:43] 77      -285.73 [    49999.3  117067.9   21428.4   17710.6 ]
[24-11-01 12:16:44] 78      -285.73 [    49999.3  117067.9   21429.4   17710.6 ]
