[24-11-01 12:19:37] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:19:37] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:19:37] 0            p0 [    27500.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:37] 1      -8040.57 [    27500.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 2      -8040.57 [    27500.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 3      -8039.78 [    27501.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 4       -8038.5 [    27503.3   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 5       -7900.3 [    27679.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 6      -3066.85 [    37474.4   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:38] 8      -1784.96 [    43527.8   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:39] 9       -1338.2 [    47269.1   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:39] 11     -1196.41 [    48973.6   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:39] 13     -1246.61 [    48322.5   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:39] 14     -1167.69 [    49376.0   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:39] 15     -1150.79 [    49624.7   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:40] 16     -1150.79 [    49624.7   90520.2   14500.6   19766.4 ]
[24-11-01 12:19:40] 17     -1150.77 [    49624.7   90521.2   14500.6   19766.4 ]
[24-11-01 12:19:40] 18     -1150.74 [    49624.7   90522.8   14500.6   19766.4 ]
[24-11-01 12:19:40] 19     -1147.31 [    49624.7   90699.1   14500.6   19766.4 ]
[24-11-01 12:19:40] 20      -898.45 [    49624.7  109923.0   14500.6   19766.4 ]
[24-11-01 12:19:40] 21      -864.89 [    49624.7  119575.0   14500.6   19766.4 ]
[24-11-01 12:19:41] 22      -934.99 [    49624.7  135192.2   14500.6   19766.4 ]
[24-11-01 12:19:41] 23      -873.77 [    49624.7  125540.2   14500.6   19766.4 ]
[24-11-01 12:19:41] 24      -870.65 [    49624.7  115888.2   14500.6   19766.4 ]
[24-11-01 12:19:41] 25      -864.77 [    49624.7  120203.5   14500.6   19766.4 ]
[24-11-01 12:19:41] 26      -864.79 [    49624.7  119906.7   14500.6   19766.4 ]
[24-11-01 12:19:41] 27       -864.8 [    49624.7  120500.3   14500.6   19766.4 ]
[24-11-01 12:19:42] 28      -864.77 [    49624.7  120203.5   14500.6   19766.4 ]
[24-11-01 12:19:42] 29      -864.58 [    49624.7  120203.5   14501.6   19766.4 ]
[24-11-01 12:19:42] 30      -864.27 [    49624.7  120203.5   14503.2   19766.4 ]
[24-11-01 12:19:42] 31      -831.29 [    49624.7  120203.5   14679.6   19766.4 ]
