[24-11-01 12:20:41] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:20:41] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:20:41] 0            p0 [    28564.6  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:41] 1      -6034.24 [    28564.6  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:41] 2      -6034.24 [    28564.6  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:41] 3      -6033.57 [    28565.6  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:41] 4      -6032.47 [    28567.2  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:42] 5      -5914.22 [    28743.6  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:42] 6      -1881.93 [    38319.0  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:42] 8       -833.18 [    44237.0  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:42] 9       -480.19 [    47894.5  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:42] 11      -382.51 [    49382.9  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 13      -417.09 [    48814.4  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 14      -362.74 [    49734.2  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 15      -351.11 [    49951.3  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 16      -351.11 [    49951.3  107636.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 17      -351.12 [    49951.3  107637.0   19659.2   15646.3 ]
[24-11-01 12:20:43] 18      -351.11 [    49951.3  107634.4   19659.2   15646.3 ]
[24-11-01 12:20:44] 19      -350.37 [    49951.3  107458.0   19659.2   15646.3 ]
[24-11-01 12:20:44] 20      -341.42 [    49951.3  103055.1   19659.2   15646.3 ]
[24-11-01 12:20:44] 21       -365.8 [    49951.3   95931.0   19659.2   15646.3 ]
[24-11-01 12:20:44] 22      -345.02 [    49951.3  100333.9   19659.2   15646.3 ]
[24-11-01 12:20:44] 23       -342.7 [    49951.3  104736.8   19659.2   15646.3 ]
[24-11-01 12:20:44] 24      -341.42 [    49951.3  103100.9   19659.2   15646.3 ]
[24-11-01 12:20:45] 25      -341.42 [    49951.3  103146.2   19659.2   15646.3 ]
[24-11-01 12:20:45] 26      -341.42 [    49951.3  103100.9   19659.2   15646.3 ]
[24-11-01 12:20:45] 27      -341.42 [    49951.3  103100.9   19660.2   15646.3 ]
[24-11-01 12:20:45] 28      -341.42 [    49951.3  103100.9   19657.6   15646.3 ]
[24-11-01 12:20:45] 29      -341.18 [    49951.3  103100.9   19481.2   15646.3 ]
[24-11-01 12:20:46] 30      -341.16 [    49951.3  103100.9   19406.6   15646.3 ]
[24-11-01 12:20:46] 31      -341.23 [    49951.3  103100.9   19285.8   15646.3 ]
[24-11-01 12:20:46] 32      -341.17 [    49951.3  103100.9   19360.5   15646.3 ]
[24-11-01 12:20:46] 33      -341.17 [    49951.3  103100.9   19435.1   15646.3 ]
[24-11-01 12:20:46] 34      -341.16 [    49951.3  103100.9   19411.3   15646.3 ]
[24-11-01 12:20:46] 35      -341.16 [    49951.3  103100.9   19413.7   15646.3 ]
[24-11-01 12:20:47] 36      -341.16 [    49951.3  103100.9   19411.3   15646.3 ]
[24-11-01 12:20:47] 37      -341.14 [    49951.3  103100.9   19411.3   15647.3 ]
[24-11-01 12:20:47] 38      -341.09 [    49951.3  103100.9   19411.3   15648.9 ]
[24-11-01 12:20:47] 39      -337.08 [    49951.3  103100.9   19411.3   15825.3 ]
[24-11-01 12:20:47] 40      -333.96 [    49951.3  103100.9   19411.3   16147.2 ]
[24-11-01 12:20:48] 41      -339.22 [    49951.3  103100.9   19411.3   16668.1 ]
[24-11-01 12:20:48] 42      -334.55 [    49951.3  103100.9   19411.3   16346.2 ]
[24-11-01 12:20:48] 43      -334.53 [    49951.3  103100.9   19411.3   16024.2 ]
[24-11-01 12:20:48] 44      -333.93 [    49951.3  103100.9   19411.3   16184.1 ]
[24-11-01 12:20:48] 45      -333.93 [    49951.3  103100.9   19411.3   16178.7 ]
[24-11-01 12:20:48] 46      -333.93 [    49951.3  103100.9   19411.3   16189.4 ]
[24-11-01 12:20:49] 48      -333.93 [    49951.3  103100.9   19411.3   16184.1 ]
