[24-11-05 12:22:00] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:22:00] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:22:00] 0            p0 [   788724.2    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:01] 1     -11180.35 [   788724.2    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:01] 2     -11180.35 [   788724.2    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:02] 3     -11180.18 [   788725.2    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:03] 4      -11179.9 [   788726.8    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:03] 5      -11149.8 [   788903.2    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:04] 6      -8984.38 [   808127.0    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:04] 7      -8706.09 [   817349.9    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:05] 8      -9253.93 [   832272.8    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:06] 9      -8771.93 [   823050.0    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:06] 10     -8755.71 [   813827.1    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:07] 11     -8704.48 [   818122.1    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:08] 12     -8704.71 [   817828.1    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:08] 13     -8704.74 [   818416.1    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:09] 14     -8704.48 [   818122.1    7151.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:10] 15     -8704.35 [   818122.1    7152.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:10] 16     -8704.13 [   818122.1    7154.2  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:11] 17     -8683.05 [   818122.1    7330.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:12] 18     -8641.32 [   818122.1    7983.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:12] 19     -8654.33 [   818122.1    9040.1  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:13] 20      -8637.2 [   818122.1    8387.1  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:14] 21     -8640.77 [   818122.1    8636.5  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:14] 22     -8636.98 [   818122.1    8321.4  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:15] 23     -8636.97 [   818122.1    8305.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:15] 24     -8636.98 [   818122.1    8294.1  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:16] 25     -8636.97 [   818122.1    8305.6  776640.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:17] 26     -8636.97 [   818122.1    8305.6  776641.8    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:17] 27     -8636.97 [   818122.1    8305.6  776643.4    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:18] 28     -8636.49 [   818122.1    8305.6  776819.7    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:19] 29      -8634.8 [   818122.1    8305.6  778170.4    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:19] 30     -8639.29 [   818122.1    8305.6  780355.9    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:20] 31     -8635.46 [   818122.1    8305.6  779005.2    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:21] 32     -8635.05 [   818122.1    8305.6  777654.5    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:21] 33      -8634.8 [   818122.1    8305.6  778155.1    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:22] 34      -8634.8 [   818122.1    8305.6  778185.7    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:22] 35      -8634.8 [   818122.1    8305.6  778170.4    2297.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:23] 36     -8636.79 [   818122.1    8305.6  778170.4    2298.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:24] 37     -8631.61 [   818122.1    8305.6  778170.4    2295.9    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:24] 38     -8406.06 [   818122.1    8305.6  778170.4    2119.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:25] 39     -8379.21 [   818122.1    8305.6  778170.4    2044.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:25] 40     -8414.84 [   818122.1    8305.6  778170.4    1923.0    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:26] 41     -8381.65 [   818122.1    8305.6  778170.4    1998.1    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:27] 42     -8384.88 [   818122.1    8305.6  778170.4    2073.1    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:27] 43     -8378.45 [   818122.1    8305.6  778170.4    2029.2    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:28] 44     -8378.47 [   818122.1    8305.6  778170.4    2031.8    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:28] 45     -8378.47 [   818122.1    8305.6  778170.4    2026.5    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:29] 46     -8378.45 [   818122.1    8305.6  778170.4    2029.2    3455.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:30] 47     -8380.22 [   818122.1    8305.6  778170.4    2029.2    3456.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:30] 48     -8375.58 [   818122.1    8305.6  778170.4    2029.2    3453.4   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:31] 49     -8161.82 [   818122.1    8305.6  778170.4    2029.2    3277.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:32] 50     -8122.03 [   818122.1    8305.6  778170.4    2029.2    3171.8   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:32] 51     -8183.62 [   818122.1    8305.6  778170.4    2029.2    3001.4   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:33] 52     -8127.91 [   818122.1    8305.6  778170.4    2029.2    3106.7   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:33] 53     -8129.87 [   818122.1    8305.6  778170.4    2029.2    3212.0   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:34] 54     -8121.38 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:35] 55      -8121.4 [   818122.1    8305.6  778170.4    2029.2    3158.9   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:35] 56     -8121.41 [   818122.1    8305.6  778170.4    2029.2    3152.9   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:36] 57     -8121.38 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:36] 58     -8121.38 [   818122.1    8305.6  778170.4    2029.2    3155.9   36758.8   38922.1  8.84e-06 ]
[24-11-05 12:22:37] 59     -8121.38 [   818122.1    8305.6  778170.4    2029.2    3155.9   36760.5   38922.1  8.84e-06 ]
[24-11-05 12:22:38] 60     -8121.38 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38922.1  8.84e-06 ]
[24-11-05 12:22:38] 61     -8122.14 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38923.1  8.84e-06 ]
[24-11-05 12:22:39] 62     -8120.14 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38920.5  8.84e-06 ]
[24-11-05 12:22:39] 63     -7985.45 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   38744.1  8.84e-06 ]
[24-11-05 12:22:40] 64    -13623.21 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   21259.9  8.84e-06 ]
[24-11-05 12:22:41] 65     -4332.23 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   32065.7  8.84e-06 ]
[24-11-05 12:22:41] 66     -4509.48 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   27938.3  8.84e-06 ]
[24-11-05 12:22:42] 67     -4086.31 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30395.3  8.84e-06 ]
[24-11-05 12:22:43] 68     -4083.56 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30279.4  8.84e-06 ]
[24-11-05 12:22:43] 69     -4082.83 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  8.84e-06 ]
[24-11-05 12:22:44] 70     -4083.62 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30078.3  8.84e-06 ]
[24-11-05 12:22:44] 71     -4082.83 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  8.84e-06 ]
[24-11-05 12:22:45] 86   -351422.37 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  5.06e-04 ]
[24-11-05 12:22:46] 87   -337420.34 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  2.57e-04 ]
[24-11-05 12:22:46] 88   -290938.82 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  1.04e-04 ]
[24-11-05 12:22:47] 89   -189758.03 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  4.51e-05 ]
[24-11-05 12:22:48] 91    -78958.24 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  2.27e-05 ]
[24-11-05 12:22:48] 92    -72206.64 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  8.45e-08 ]
[24-11-05 12:22:49] 93    -10927.49 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  1.11e-05 ]
[24-11-05 12:22:50] 94     -3463.39 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  8.45e-06 ]
[24-11-05 12:22:50] 95     -7183.03 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  5.25e-06 ]
[24-11-05 12:22:51] 96     -2800.69 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.61e-06 ]
[24-11-05 12:22:51] 97     -2790.86 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.43e-06 ]
[24-11-05 12:22:52] 98     -2788.61 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.48e-06 ]
[24-11-05 12:22:53] 99     -2788.71 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.49e-06 ]
[24-11-05 12:22:53] 100     -2788.8 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.46e-06 ]
[24-11-05 12:22:54] 101    -9446.65 [   847520.0    9459.7  779700.1    1760.8    2856.8   36757.8   21409.7  6.12e-06 ]
[24-11-05 12:22:55] 102    -2788.61 [   818122.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.48e-06 ]
[24-11-05 12:22:55] 103    -2788.59 [   818123.1    8305.6  778170.4    2029.2    3155.9   36757.8   30165.9  7.48e-06 ]
