[24-11-01 12:15:27] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:15:27] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:15:27] 0            p0 [    22076.1   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:27] 1     -27404.53 [    22076.1   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:27] 2     -27404.53 [    22076.1   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 3     -27403.73 [    22077.1   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 4     -27402.43 [    22078.7   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 5     -27262.06 [    22255.1   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 6     -20993.52 [    34172.8   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 8     -18881.98 [    41538.3   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:28] 9     -17914.08 [    46090.5   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 10    -17406.57 [    48903.8   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 12    -17593.31 [    47829.2   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 13    -17295.25 [    49568.0   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 14    -17227.95 [    49978.5   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 16    -17227.95 [    49978.5   96494.8   17665.2   20647.8 ]
[24-11-01 12:15:29] 17    -17227.94 [    49978.5   96495.8   17665.2   20647.8 ]
[24-11-01 12:15:30] 18    -17227.94 [    49978.5   96497.4   17665.2   20647.8 ]
[24-11-01 12:15:30] 19    -17227.29 [    49978.5   96673.7   17665.2   20647.8 ]
[24-11-01 12:15:30] 20    -17190.48 [    49978.5  115897.6   17665.2   20647.8 ]
[24-11-01 12:15:30] 21     -17190.3 [    49978.5  117080.6   17665.2   20647.8 ]
[24-11-01 12:15:30] 22    -17190.53 [    49978.5  118994.6   17665.2   20647.8 ]
[24-11-01 12:15:31] 23    -17190.32 [    49978.5  117811.7   17665.2   20647.8 ]
[24-11-01 12:15:31] 24    -17190.34 [    49978.5  116628.7   17665.2   20647.8 ]
[24-11-01 12:15:31] 25     -17190.3 [    49978.5  117338.8   17665.2   20647.8 ]
[24-11-01 12:15:31] 26     -17190.3 [    49978.5  117547.3   17665.2   20647.8 ]
