[24-11-01 12:18:43] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:18:43] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:18:43] 0            p0 [    31447.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:43] 1      -2172.05 [    31447.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:43] 2      -2172.05 [    31447.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:43] 3      -2172.43 [    31448.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:43] 4      -2171.43 [    31445.7  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 5      -2104.51 [    31269.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 6      -1445.44 [    23447.8  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 7     -28347.59 [    10792.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 8      -5288.18 [    18613.8  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 9      -1026.62 [    26435.3  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:44] 10     -1028.45 [    25778.9  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 11     -1021.92 [    26130.8  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 12     -1022.06 [    26184.0  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 13     -1022.07 [    26077.7  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 14     -1021.92 [    26130.8  137554.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 15      -1021.9 [    26130.8  137555.9   21173.1   26740.4 ]
[24-11-01 12:18:45] 16     -1021.88 [    26130.8  137557.5   21173.1   26740.4 ]
[24-11-01 12:18:46] 17      -1018.9 [    26130.8  137733.9   21173.1   26740.4 ]
[24-11-01 12:18:46] 18      -777.41 [    26130.8  156957.7   21173.1   26740.4 ]
[24-11-01 12:18:46] 19      -702.81 [    26130.8  175691.4   21173.1   26740.4 ]
[24-11-01 12:18:46] 20      -929.83 [    26130.8  206003.2   21173.1   26740.4 ]
[24-11-01 12:18:46] 21      -738.04 [    26130.8  187269.5   21173.1   26740.4 ]
[24-11-01 12:18:46] 22      -712.28 [    26130.8  168535.8   21173.1   26740.4 ]
[24-11-01 12:18:47] 23      -702.69 [    26130.8  174952.8   21173.1   26740.4 ]
[24-11-01 12:18:47] 24      -702.72 [    26130.8  174578.8   21173.1   26740.4 ]
[24-11-01 12:18:47] 25      -702.69 [    26130.8  174952.8   21173.1   26740.4 ]
[24-11-01 12:18:47] 26      -702.61 [    26130.8  174952.8   21174.1   26740.4 ]
[24-11-01 12:18:47] 27      -702.49 [    26130.8  174952.8   21175.7   26740.4 ]
[24-11-01 12:18:47] 28      -689.88 [    26130.8  174952.8   21352.1   26740.4 ]
[24-11-01 12:18:48] 29      -568.04 [    26130.8  174952.8   24274.5   26740.4 ]
[24-11-01 12:18:48] 30      -580.42 [    26130.8  174952.8   29002.9   26740.4 ]
[24-11-01 12:18:48] 31      -551.46 [    26130.8  174952.8   26080.6   26740.4 ]
[24-11-01 12:18:48] 32      -555.96 [    26130.8  174952.8   27196.8   26740.4 ]
[24-11-01 12:18:48] 33      -551.47 [    26130.8  174952.8   26193.1   26740.4 ]
[24-11-01 12:18:49] 34      -551.49 [    26130.8  174952.8   26031.5   26740.4 ]
[24-11-01 12:18:49] 35      -551.46 [    26130.8  174952.8   26129.7   26740.4 ]
[24-11-01 12:18:49] 36      -551.46 [    26130.8  174952.8   26129.7   26740.4 ]
[24-11-01 12:18:49] 37       -551.5 [    26130.8  174952.8   26129.7   26741.4 ]
[24-11-01 12:18:49] 38      -551.39 [    26130.8  174952.8   26129.7   26738.8 ]
[24-11-01 12:18:49] 39      -544.14 [    26130.8  174952.8   26129.7   26562.4 ]
[24-11-01 12:18:50] 40      -511.56 [    26130.8  174952.8   26129.7   24497.0 ]
[24-11-01 12:18:50] 41      -771.24 [    26130.8  174952.8   26129.7   21155.1 ]
[24-11-01 12:18:50] 42      -553.77 [    26130.8  174952.8   26129.7   23220.5 ]
[24-11-01 12:18:50] 43      -511.41 [    26130.8  174952.8   26129.7   25285.9 ]
[24-11-01 12:18:50] 44       -509.3 [    26130.8  174952.8   26129.7   24897.6 ]
[24-11-01 12:18:51] 45       -509.3 [    26130.8  174952.8   26129.7   24916.0 ]
[24-11-01 12:18:51] 46       -509.3 [    26130.8  174952.8   26129.7   24879.2 ]
