[24-11-01 12:11:28] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:11:28] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:11:28] 0            p0 [    42276.2  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 1      -8170.64 [    42276.2  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 2      -8170.64 [    42276.2  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 3      -8171.27 [    42277.2  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 4      -8169.62 [    42274.6  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 5      -8058.75 [    42098.3  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:28] 6      -2332.34 [    22874.4  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 7      -1945.69 [    23750.5  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 8      -2153.41 [    30758.7  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 9      -1440.53 [    26427.4  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 10      -1441.1 [    26960.7  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 11     -1446.11 [    26269.0  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 12     -1437.62 [    26585.9  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:29] 13     -1437.33 [    26742.8  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:30] 14     -1437.33 [    26742.8  111993.9   20163.5   25380.7 ]
[24-11-01 12:11:30] 15     -1437.31 [    26742.8  111994.9   20163.5   25380.7 ]
[24-11-01 12:11:30] 16     -1437.26 [    26742.8  111996.5   20163.5   25380.7 ]
[24-11-01 12:11:30] 17     -1432.62 [    26742.8  112172.9   20163.5   25380.7 ]
[24-11-01 12:11:30] 18     -1014.71 [    26742.8  131396.8   20163.5   25380.7 ]
[24-11-01 12:11:30] 19      -716.94 [    26742.8  167547.7   20163.5   25380.7 ]
[24-11-01 12:11:31] 20     -1653.34 [    26742.8  226041.1   20163.5   25380.7 ]
[24-11-01 12:11:31] 21      -862.72 [    26742.8  189890.1   20163.5   25380.7 ]
[24-11-01 12:11:31] 22      -754.02 [    26742.8  153739.2   20163.5   25380.7 ]
[24-11-01 12:11:31] 23      -716.31 [    26742.8  165913.5   20163.5   25380.7 ]
[24-11-01 12:11:31] 24      -716.37 [    26742.8  166452.7   20163.5   25380.7 ]
[24-11-01 12:11:31] 25       -716.4 [    26742.8  165374.3   20163.5   25380.7 ]
[24-11-01 12:11:31] 26      -716.31 [    26742.8  165913.5   20163.5   25380.7 ]
[24-11-01 12:11:32] 27      -716.24 [    26742.8  165913.5   20164.5   25380.7 ]
[24-11-01 12:11:32] 28      -716.12 [    26742.8  165913.5   20166.1   25380.7 ]
[24-11-01 12:11:32] 29      -703.65 [    26742.8  165913.5   20342.4   25380.7 ]
[24-11-01 12:11:32] 30      -595.37 [    26742.8  165913.5   22987.6   25380.7 ]
[24-11-01 12:11:32] 31      -611.81 [    26742.8  165913.5   27267.5   25380.7 ]
[24-11-01 12:11:32] 32      -581.86 [    26742.8  165913.5   24622.4   25380.7 ]
[24-11-01 12:11:33] 33      -587.15 [    26742.8  165913.5   25632.7   25380.7 ]
[24-11-01 12:11:33] 34      -581.84 [    26742.8  165913.5   24577.8   25380.7 ]
[24-11-01 12:11:33] 35      -581.84 [    26742.8  165913.5   24533.6   25380.7 ]
[24-11-01 12:11:33] 36      -583.74 [    26742.8  165913.5   23943.1   25380.7 ]
[24-11-01 12:11:33] 37      -581.86 [    26742.8  165913.5   24489.9   25380.7 ]
[24-11-01 12:11:33] 38      -581.84 [    26742.8  165913.5   24533.6   25380.7 ]
[24-11-01 12:11:34] 39      -581.89 [    26742.8  165913.5   24533.6   25381.7 ]
[24-11-01 12:11:34] 40      -581.76 [    26742.8  165913.5   24533.6   25379.1 ]
[24-11-01 12:11:34] 41      -573.64 [    26742.8  165913.5   24533.6   25202.7 ]
[24-11-01 12:11:34] 42      -537.52 [    26742.8  165913.5   24533.6   23121.8 ]
[24-11-01 12:11:34] 43      -846.56 [    26742.8  165913.5   24533.6   19754.6 ]
[24-11-01 12:11:34] 44      -587.63 [    26742.8  165913.5   24533.6   21835.6 ]
[24-11-01 12:11:35] 45      -536.83 [    26742.8  165913.5   24533.6   23916.6 ]
[24-11-01 12:11:35] 46      -534.63 [    26742.8  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:35] 47      -534.64 [    26742.8  165913.5   24533.6   23561.1 ]
[24-11-01 12:11:35] 48      -534.64 [    26742.8  165913.5   24533.6   23524.3 ]
[24-11-01 12:11:35] 49    -18871.54 [    11209.4  219833.1   28903.8   21704.7 ]
[24-11-01 12:11:35] 50      -534.63 [    26742.8  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:35] 51      -534.78 [    26743.8  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 52       -534.4 [    26741.2  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 53      -510.14 [    26564.8  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 54      -423.03 [    25077.6  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 55      -828.09 [    22671.1  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 56      -488.56 [    24158.4  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:36] 57      -430.14 [    25645.7  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 58      -421.55 [    25250.5  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 59      -421.54 [    25235.6  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 60      -421.57 [    25220.5  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 61      -421.54 [    25235.6  165913.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 62      -421.54 [    25235.6  165914.5   24533.6   23542.7 ]
[24-11-01 12:11:37] 63      -421.54 [    25235.6  165911.9   24533.6   23542.7 ]
[24-11-01 12:11:38] 64      -421.51 [    25235.6  165735.5   24533.6   23542.7 ]
[24-11-01 12:11:38] 65       -421.5 [    25235.6  165516.7   24533.6   23542.7 ]
[24-11-01 12:11:38] 66      -421.54 [    25235.6  165162.6   24533.6   23542.7 ]
[24-11-01 12:11:38] 67      -421.51 [    25235.6  165381.4   24533.6   23542.7 ]
[24-11-01 12:11:38] 68       -421.5 [    25235.6  165600.3   24533.6   23542.7 ]
[24-11-01 12:11:38] 69       -421.5 [    25235.6  165512.7   24533.6   23542.7 ]
[24-11-01 12:11:39] 70       -421.5 [    25235.6  165520.7   24533.6   23542.7 ]
[24-11-01 12:11:39] 71       -421.5 [    25235.6  165516.7   24533.6   23542.7 ]
