[24-11-01 21:53:18] fitting objective_H2 to data for demes ['Altai', 'Chagyrskaya', 'Denisova', 'Vindija']
[24-11-01 21:53:18] 0        pnames [        NND       TND        ND        NN        TN        NA       TCV        NC        NV      mACV       mCV       mAD ]
[24-11-01 21:53:18] 0            p0 [     7797.1  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:19] 1     -59141.55 [     7797.1  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:20] 2     -59141.55 [     7797.1  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:21] 3     -59135.93 [     7798.1  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:21] 4     -59126.82 [     7799.7  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:22] 5     -58156.38 [     7976.1  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:23] 6      -44826.1 [    11800.5  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:24] 7     -37738.31 [    17988.6  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:24] 8     -38103.22 [    17344.9  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:25] 9     -35914.63 [    28001.2  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:26] 10    -36041.29 [    24526.6  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:27] 11    -37006.36 [    44201.9  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:27] 12    -36172.53 [    34189.3  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:28] 13    -36072.97 [    24176.8  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:29] 14    -35918.99 [    28583.9  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:30] 15    -35914.51 [    27799.2  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:30] 16    -35915.14 [    27599.2  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:31] 17    -35914.51 [    27799.2  522443.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:32] 18    -35914.22 [    27799.2  522444.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:33] 19    -35913.74 [    27799.2  522445.8    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:34] 20    -35862.14 [    27799.2  522622.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:34] 21    -30913.17 [    27799.2  541846.1    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:35] 22    -21598.47 [    27799.2  603222.3    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:36] 23    -17065.97 [    27799.2  702531.2    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:37] 24    -17302.53 [    27799.2  687429.6    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:37] 25    -18736.63 [    27799.2  863216.4    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:38] 26    -17014.29 [    27799.2  763907.5    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:39] 27     -17482.7 [    27799.2  801840.1    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:40] 28    -16886.05 [    27799.2  736388.9    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:40] 29    -16885.28 [    27799.2  734249.5    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:41] 30    -16885.98 [    27799.2  732131.4    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:42] 31    -16885.28 [    27799.2  734249.5    3619.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:43] 32    -16891.35 [    27799.2  734249.5    3620.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:44] 33    -16875.49 [    27799.2  734249.5    3617.5    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:44] 34     -15923.0 [    27799.2  734249.5    3441.1    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:45] 35    -14128.49 [    27799.2  734249.5    2794.9    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:46] 36    -14833.14 [    27799.2  734249.5    1749.2    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:47] 37    -14030.76 [    27799.2  734249.5    2395.5    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:47] 38    -14229.08 [    27799.2  734249.5    2148.6    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:48] 39    -13998.34 [    27799.2  734249.5    2519.7    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:49] 40    -13997.96 [    27799.2  734249.5    2530.7    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:50] 41    -13998.01 [    27799.2  734249.5    2541.6    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:50] 42    -13997.96 [    27799.2  734249.5    2530.7    3367.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:51] 43    -13995.02 [    27799.2  734249.5    2530.7    3368.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:52] 44    -13990.29 [    27799.2  734249.5    2530.7    3370.1  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:53] 45    -13725.78 [    27799.2  734249.5    2530.7    3546.5  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:54] 46    -13725.83 [    27799.2  734249.5    2530.7    3552.1  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:54] 47    -13766.76 [    27799.2  734249.5    2530.7    3479.1  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:55] 48    -13732.41 [    27799.2  734249.5    2530.7    3520.7  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:56] 49    -13725.88 [    27799.2  734249.5    2530.7    3544.7  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:57] 50    -13725.74 [    27799.2  734249.5    2530.7    3548.3  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:57] 51    -13725.75 [    27799.2  734249.5    2530.7    3550.1  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
[24-11-01 21:53:58] 52    -13725.74 [    27799.2  734249.5    2530.7    3548.3  188932.5     794.6  179742.1    1310.9    1299.5  1.23e-04  1.19e-04  1.40e-05 ]
