[24-11-01 12:14:06] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:14:06] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:14:06] 0            p0 [    23376.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:06] 1      -23603.4 [    23376.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:06] 2      -23603.4 [    23376.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:06] 3      -23603.0 [    23377.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:06] 4     -23602.36 [    23379.2  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 5     -23532.71 [    23555.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 6     -20413.89 [    35452.1  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 8     -19347.52 [    42804.6  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 9     -18853.83 [    47348.7  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 11    -19030.79 [    45613.0  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:07] 12    -18750.81 [    48421.4  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 13    -18689.39 [    49084.4  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 14    -18652.26 [    49494.1  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 15    -18628.91 [    49755.3  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 16    -18628.91 [    49755.3  102293.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 17    -18628.91 [    49755.3  102294.5   18954.2   18793.3 ]
[24-11-01 12:14:08] 18     -18628.9 [    49755.3  102296.1   18954.2   18793.3 ]
[24-11-01 12:14:09] 19     -18628.3 [    49755.3  102472.5   18954.2   18793.3 ]
[24-11-01 12:14:09] 20    -18597.92 [    49755.3  119971.9   18954.2   18793.3 ]
[24-11-01 12:14:09] 21    -18665.68 [    49755.3  148286.6   18954.2   18793.3 ]
[24-11-01 12:14:09] 22    -18607.33 [    49755.3  130787.1   18954.2   18793.3 ]
[24-11-01 12:14:09] 23    -18602.73 [    49755.3  113287.7   18954.2   18793.3 ]
[24-11-01 12:14:10] 24    -18597.89 [    49755.3  120589.9   18954.2   18793.3 ]
[24-11-01 12:14:10] 25    -18597.89 [    49755.3  120406.9   18954.2   18793.3 ]
[24-11-01 12:14:10] 26     -18597.9 [    49755.3  120772.8   18954.2   18793.3 ]
[24-11-01 12:14:10] 27    -18597.89 [    49755.3  120589.9   18954.2   18793.3 ]
[24-11-01 12:14:10] 28    -18597.74 [    49755.3  120589.9   18955.2   18793.3 ]
[24-11-01 12:14:10] 29    -18597.49 [    49755.3  120589.9   18956.8   18793.3 ]
[24-11-01 12:14:11] 30    -18570.76 [    49755.3  120589.9   19133.1   18793.3 ]
[24-11-01 12:14:11] 31    -17753.54 [    49755.3  120589.9   27298.4   18793.3 ]
[24-11-01 12:14:11] 32    -17191.74 [    49755.3  120589.9   40510.0   18793.3 ]
[24-11-01 12:14:11] 33    -17157.99 [    49755.3  120589.9   41800.4   18793.3 ]
[24-11-01 12:14:11] 34    -17108.08 [    49755.3  120589.9   43888.2   18793.3 ]
[24-11-01 12:14:12] 35    -16841.47 [    49755.3  120589.9   60790.3   18793.3 ]
[24-11-01 12:14:12] 36    -16641.24 [    49755.3  120589.9   88138.5   18793.3 ]
[24-11-01 12:14:12] 37    -16616.14 [    49755.3  120589.9   93630.0   18793.3 ]
[24-11-01 12:14:12] 39    -16602.16 [    49755.3  120589.9   97024.0   18793.3 ]
[24-11-01 12:14:12] 40    -16594.03 [    49755.3  120589.9   99121.6   18793.3 ]
[24-11-01 12:14:12] 42    -16597.09 [    49755.3  120589.9   98319.9   18793.3 ]
[24-11-01 12:14:13] 43    -16594.03 [    49755.3  120589.9   99121.6   18793.3 ]
[24-11-01 12:14:13] 44    -16593.97 [    49755.3  120589.9   99121.6   18794.3 ]
[24-11-01 12:14:13] 45    -16593.89 [    49755.3  120589.9   99121.6   18796.0 ]
