[24-11-01 12:15:09] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:15:09] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:15:09] 0            p0 [    25441.7   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:10] 1     -24303.23 [    25441.7   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:10] 2     -24303.23 [    25441.7   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:10] 3     -24302.86 [    25442.7   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:10] 4     -24302.26 [    25444.3   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:10] 5     -24237.15 [    25620.6   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:11] 6     -21063.17 [    38571.5   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:11] 8     -19978.87 [    46575.6   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:11] 10    -20470.15 [    42573.5   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:11] 11     -19775.1 [    48465.1   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:11] 12    -19656.93 [    49632.9   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:12] 14    -19701.41 [    49186.8   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:12] 15    -19629.84 [    49908.5   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:12] 16    -19629.84 [    49908.5   81242.2   13749.8   21245.9 ]
[24-11-01 12:15:12] 17    -19629.85 [    49908.5   81243.2   13749.8   21245.9 ]
[24-11-01 12:15:12] 18    -19629.84 [    49908.5   81240.6   13749.8   21245.9 ]
[24-11-01 12:15:12] 19    -19629.56 [    49908.5   81064.2   13749.8   21245.9 ]
[24-11-01 12:15:13] 20    -19621.72 [    49908.5   71057.4   13749.8   21245.9 ]
[24-11-01 12:15:13] 21    -19644.37 [    49908.5   54866.1   13749.8   21245.9 ]
[24-11-01 12:15:13] 22    -19625.11 [    49908.5   64872.9   13749.8   21245.9 ]
[24-11-01 12:15:13] 23     -19622.8 [    49908.5   74879.7   13749.8   21245.9 ]
[24-11-01 12:15:13] 24    -19621.72 [    49908.5   71269.3   13749.8   21245.9 ]
[24-11-01 12:15:13] 25    -19621.72 [    49908.5   71369.0   13749.8   21245.9 ]
[24-11-01 12:15:14] 26    -19621.72 [    49908.5   71169.6   13749.8   21245.9 ]
[24-11-01 12:15:14] 27    -19621.72 [    49908.5   71269.3   13749.8   21245.9 ]
[24-11-01 12:15:14] 28    -19621.52 [    49908.5   71269.3   13750.8   21245.9 ]
[24-11-01 12:15:14] 29    -19621.21 [    49908.5   71269.3   13752.4   21245.9 ]
[24-11-01 12:15:14] 30    -19587.44 [    49908.5   71269.3   13928.8   21245.9 ]
[24-11-01 12:15:14] 31     -18806.5 [    49908.5   71269.3   20095.4   21245.9 ]
[24-11-01 12:15:15] 32    -18259.59 [    49908.5   71269.3   30073.1   21245.9 ]
[24-11-01 12:15:15] 33    -18219.78 [    49908.5   71269.3   31244.4   21245.9 ]
[24-11-01 12:15:15] 34    -18161.73 [    49908.5   71269.3   33139.7   21245.9 ]
[24-11-01 12:15:15] 35    -17897.84 [    49908.5   71269.3   46188.2   21245.9 ]
[24-11-01 12:15:15] 36    -17695.56 [    49908.5   71269.3   67301.1   21245.9 ]
[24-11-01 12:15:15] 37    -17666.59 [    49908.5   71269.3   72121.9   21245.9 ]
[24-11-01 12:15:16] 38    -17627.39 [    49908.5   71269.3   79921.9   21245.9 ]
[24-11-01 12:15:16] 40    -17584.43 [    49908.5   71269.3   90768.2   21245.9 ]
[24-11-01 12:15:16] 41     -17562.8 [    49908.5   71269.3   97471.5   21245.9 ]
[24-11-01 12:15:16] 43    -17570.69 [    49908.5   71269.3   94911.1   21245.9 ]
[24-11-01 12:15:16] 44    -17558.14 [    49908.5   71269.3   99054.0   21245.9 ]
[24-11-01 12:15:16] 46    -17558.14 [    49908.5   71269.3   99054.0   21245.9 ]
[24-11-01 12:15:17] 47    -17558.16 [    49908.5   71269.3   99054.0   21246.9 ]
[24-11-01 12:15:17] 48     -17558.1 [    49908.5   71269.3   99054.0   21244.3 ]
[24-11-01 12:15:17] 49    -17554.21 [    49908.5   71269.3   99054.0   21067.9 ]
[24-11-01 12:15:17] 50    -41059.05 [    49908.5   71269.3   99054.0    1844.1 ]
[24-11-01 12:15:17] 51    -17481.87 [    49908.5   71269.3   99054.0   13725.1 ]
[24-11-01 12:15:17] 52     -17908.8 [    49908.5   71269.3   99054.0    9186.9 ]
[24-11-01 12:15:18] 53     -17477.5 [    49908.5   71269.3   99054.0   16833.4 ]
[24-11-01 12:15:18] 54    -17468.33 [    49908.5   71269.3   99054.0   15543.4 ]
[24-11-01 12:15:18] 55    -17468.12 [    49908.5   71269.3   99054.0   15429.2 ]
[24-11-01 12:15:18] 56    -17468.02 [    49908.5   71269.3   99054.0   15234.1 ]
[24-11-01 12:15:18] 57    -17468.01 [    49908.5   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:18] 58    -17468.04 [    49908.5   71269.3   99054.0   15353.7 ]
[24-11-01 12:15:19] 60    -17468.01 [    49908.5   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:19] 61    -17467.91 [    49909.5   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:19] 62    -17467.75 [    49911.1   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:19] 64    -17460.89 [    49978.5   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:19] 66    -17464.32 [    49944.8   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:19] 67    -17459.28 [    49994.4   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 69    -17459.89 [    49988.3   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 70    -17458.89 [    49998.2   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 72    -17459.04 [    49996.7   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 73     -17458.8 [    49999.1   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 74     -17458.8 [    49999.1   71269.3   99054.0   15294.2 ]
[24-11-01 12:15:20] 75    -17458.78 [    49999.1   71270.3   99054.0   15294.2 ]
[24-11-01 12:15:21] 76    -17458.75 [    49999.1   71271.9   99054.0   15294.2 ]
[24-11-01 12:15:21] 77    -17455.04 [    49999.1   71448.3   99054.0   15294.2 ]
[24-11-01 12:15:21] 78    -17127.85 [    49999.1   90672.2   99054.0   15294.2 ]
[24-11-01 12:15:21] 79    -16897.36 [    49999.1  122508.0   99054.0   15294.2 ]
[24-11-01 12:15:21] 80    -17232.47 [    49999.1  174019.5   99054.0   15294.2 ]
[24-11-01 12:15:22] 81    -16930.12 [    49999.1  142183.7   99054.0   15294.2 ]
[24-11-01 12:15:22] 82    -16942.06 [    49999.1  110347.8   99054.0   15294.2 ]
[24-11-01 12:15:22] 83    -16893.69 [    49999.1  127384.0   99054.0   15294.2 ]
[24-11-01 12:15:22] 84    -16893.71 [    49999.1  126822.8   99054.0   15294.2 ]
[24-11-01 12:15:22] 85    -16893.77 [    49999.1  127945.1   99054.0   15294.2 ]
[24-11-01 12:15:22] 86    -16893.69 [    49999.1  127384.0   99054.0   15294.2 ]
[24-11-01 12:15:23] 87    -16893.68 [    49999.1  127384.0   99055.0   15294.2 ]
[24-11-01 12:15:23] 88    -16893.68 [    49999.1  127384.0   99056.6   15294.2 ]
[24-11-01 12:15:23] 89    -16893.11 [    49999.1  127384.0   99233.0   15294.2 ]
[24-11-01 12:15:23] 94    -16891.79 [    49999.1  127384.0   99642.2   15294.2 ]
[24-11-01 12:15:23] 95    -16892.45 [    49999.1  127384.0   99437.6   15294.2 ]
