[24-10-31 15:23:59] fitting objective_H2 to data for demes ['French', 'KhomaniSan', 'Yoruba']
[24-10-31 15:23:59] 0        pnames [         NK       NFY       TFY        NF        NY ]
[24-10-31 15:23:59] 0            p0 [    22300.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:23:59] 1     -48721.02 [    22300.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:23:59] 2     -48721.02 [    22300.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:00] 3      -48721.0 [    22301.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:00] 4     -48720.97 [    22303.1   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:01] 5     -48717.39 [    22479.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:01] 6     -48623.02 [    29652.6   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:02] 7     -48565.46 [    41259.1   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:02] 8     -48565.81 [    41135.8   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:02] 10     -48550.4 [    48432.3   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:03] 12    -48556.86 [    44845.7   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:03] 14    -48552.66 [    47062.4   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:04] 15    -48549.42 [    49079.1   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:04] 16    -48548.83 [    49478.9   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:04] 17    -48548.44 [    49750.7   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:05] 18    -48548.44 [    49750.7   27090.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:05] 19    -48548.51 [    49750.7   27091.2   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:06] 20    -48548.33 [    49750.7   27088.6   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:06] 21    -48548.15 [    49750.7   27086.0   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:07] 22    -48547.86 [    49750.7   27081.7   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:07] 23    -48547.39 [    49750.7   27074.9   61624.8    5079.6   22184.6 ]
[24-10-31 15:24:07] 24    -48546.63 [    49750.7   27063.8   61624.8    5079.6   22184.6 ]
