[24-11-05 12:22:01] fitting objective_H2 to data for demes ['Altai', 'Denisova', 'Yoruba']
[24-11-05 12:22:01] 0        pnames [         TA       NND       TND        NA        ND       NY0       NY1       mAD ]
[24-11-05 12:22:01] 0            p0 [   661793.7    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:02] 1     -27930.58 [   661793.7    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:03] 2     -27930.58 [   661793.7    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:04] 3     -27930.76 [   661794.7    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:05] 4      -27930.3 [   661792.1    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:06] 5     -27899.23 [   661615.8    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:08] 6     -25153.26 [   642391.9    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:09] 7     -23469.96 [   610368.5    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:10] 8     -28887.77 [   558553.6    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:11] 9     -24311.03 [   590577.0    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:12] 10    -23677.32 [   622600.4    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:14] 11    -23465.91 [   611918.5    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:15] 12    -23466.25 [   611419.7    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:16] 13    -23466.49 [   612417.2    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:17] 14    -23465.91 [   611918.5    8259.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:19] 15    -23465.41 [   611918.5    8260.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:20] 16    -23464.59 [   611918.5    8261.8  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:21] 17    -23386.48 [   611918.5    8438.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:22] 18    -23266.32 [   611918.5    8983.3  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:24] 19    -23366.23 [   611918.5    9865.3  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:25] 20    -23268.05 [   611918.5    9320.2  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:26] 21    -23292.51 [   611918.5    8775.1  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:27] 22    -23260.78 [   611918.5    9141.1  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:29] 23    -23260.78 [   611918.5    9132.3  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:30] 24    -23260.81 [   611918.5    9149.9  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:31] 25    -23260.78 [   611918.5    9141.1  480055.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
[24-11-05 12:22:32] 26    -23260.73 [   611918.5    9141.1  480056.5    2667.5    2793.2   38383.5   36630.2  1.02e-05 ]
