[24-11-01 12:14:19] fitting objective_H2 to data for demes ['KhomaniSan', 'Yoruba']
[24-11-01 12:14:19] 0        pnames [        NA1       TA1        NK        NY ]
[24-11-01 12:14:19] 0            p0 [    25281.1  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:19] 1      -2382.68 [    25281.1  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:19] 2      -2382.68 [    25281.1  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:19] 3      -2382.33 [    25282.1  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:19] 4      -2381.77 [    25283.7  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:20] 5      -2321.88 [    25460.0  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:20] 6      -1540.82 [    29451.6  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:20] 7      -1746.32 [    35910.0  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:20] 8      -1465.05 [    31918.5  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:20] 9      -1524.16 [    33443.1  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 10     -1461.77 [    31567.2  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 11     -1461.62 [    31445.2  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 12     -1461.75 [    31383.6  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 13     -1461.62 [    31445.2  105872.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 14     -1461.61 [    31445.2  105873.5   12525.2   20231.6 ]
[24-11-01 12:14:21] 15     -1461.59 [    31445.2  105875.1   12525.2   20231.6 ]
[24-11-01 12:14:22] 16     -1459.31 [    31445.2  106051.5   12525.2   20231.6 ]
[24-11-01 12:14:22] 17     -1353.17 [    31445.2  122517.0   12525.2   20231.6 ]
[24-11-01 12:14:22] 18     -1622.22 [    31445.2  149158.8   12525.2   20231.6 ]
[24-11-01 12:14:22] 19     -1392.09 [    31445.2  132693.3   12525.2   20231.6 ]
[24-11-01 12:14:22] 20     -1368.93 [    31445.2  116227.7   12525.2   20231.6 ]
[24-11-01 12:14:22] 21     -1353.16 [    31445.2  122683.4   12525.2   20231.6 ]
[24-11-01 12:14:23] 22     -1353.18 [    31445.2  122851.6   12525.2   20231.6 ]
[24-11-01 12:14:23] 23     -1353.16 [    31445.2  122683.4   12525.2   20231.6 ]
